,mean,std,min,q1,median,q3,max,iqr,skew,kurtosis,label
6455,997.6688888888889,1568.2671527872,0.0,0.0,142.5,1490.5,9867.0,1490.5,1.9567687617022167,4.058048993874959,pulsar
6456,998.6455555555556,1564.1889060394176,0.0,0.0,143.5,1496.5,9867.0,1496.5,1.9584527940137693,4.092671606213655,pulsar
6457,1006.9433333333334,1577.0779447840878,0.0,0.0,147.5,1510.5,9867.0,1510.5,1.9845843454967271,4.303546144325306,pulsar
6458,997.7616666666667,1567.768687128185,0.0,0.0,147.0,1476.5,9867.0,1476.5,1.9917106010763368,4.312294283279574,pulsar
6459,988.9427777777778,1563.67026678498,0.0,0.0,143.5,1439.0,9867.0,1439.0,2.023314895762228,4.461984711063883,pulsar
6460,980.1961111111111,1557.9743736163782,0.0,0.0,143.0,1419.25,9867.0,1419.25,2.0451493510303727,4.579537863412492,pulsar
6461,984.8172222222222,1554.3892256608492,0.0,0.0,146.5,1423.75,9867.0,1423.75,2.0181088824337605,4.453612387561371,pulsar
6462,987.5394444444445,1543.9246200712553,0.0,0.0,148.0,1443.5,9867.0,1443.5,1.9729864830959818,4.222784434531116,pulsar
6463,988.7822222222222,1542.3130879537873,0.0,0.0,149.0,1461.5,9867.0,1461.5,1.9730889529709421,4.23587657451368,pulsar
6464,982.9227777777778,1531.9423937101983,0.0,0.0,151.0,1443.5,9867.0,1443.5,1.9796153641537768,4.313295748553745,pulsar
6465,990.1622222222222,1542.8215236458702,0.0,0.0,153.5,1460.75,9867.0,1460.75,1.9928370959626611,4.366088406343483,pulsar
6466,1000.2333333333333,1551.916733080314,0.0,0.0,156.5,1490.5,9867.0,1490.5,1.9917152953316455,4.356594188038642,pulsar
6467,994.8283333333334,1555.2544980214325,0.0,0.0,154.0,1460.75,9867.0,1460.75,2.0109805416712847,4.419961032882076,pulsar
6468,1010.0872222222222,1573.1212466096829,0.0,0.0,159.0,1495.75,9867.0,1495.75,1.99727899762058,4.314393623517338,pulsar
